['Name', 'ID', 'accstate', 'datastate', 'deviceMTM', 'datatype', 'extpool', 'exts', 'cap', 'volgrp', 'ranks', 'sam', 'perfgrp', 'resgrp', 'GUID']
['DBLIVE_ASM_3327', '3327', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003327']
['DBLIVE_ASM_3328', '3328', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003328']
['DBLIVE_ASM_3329', '3329', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003329']
['DBLIVE_ASM_332A', '332A', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000332A']
['DBLIVE_ASM_332B', '332B', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000332B']
['DBLIVE_ASM_332C', '332C', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000332C']
['DBLIVE_ASM_332D', '332D', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000332D']
['DBLIVE_ASM_332E', '332E', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000332E']
['DBLIVE_ASM_332F', '332F', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000332F']
['DBLIVE_ASM_3330', '3330', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003330']
['DBLIVE_ASM_3331', '3331', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003331']
['DBLIVE_ASM_3332', '3332', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003332']
['DBLIVE_ASM_3333', '3333', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003333']
['DBLIVE_ASM_3334', '3334', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003334']
['DBLIVE_ASM_3335', '3335', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003335']
['DBLIVE_ASM_3336', '3336', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003336']
['DBLIVE_ASM_3337', '3337', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003337']
['DBLIVE_ASM_3338', '3338', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003338']
['DBLIVE_ASM_3339', '3339', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003339']
['DBLIVE_ASM_333A', '333A', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000333A']
['DBLIVE_ASM_333B', '333B', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000333B']
['DBLIVE_ASM_333C', '333C', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000333C']
['DBLIVE_ASM_3340', '3340', 'Online', 'Normal', '2107-900', 'FB', 'P1', '100', '', 'V4,V9', '2', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003340']
['DBLIVE_ASM_3341', '3341', 'Online', 'Normal', '2107-900', 'FB', 'P1', '100', '', 'V4,V9', '2', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003341']
['DBLIVE_ASM_3342', '3342', 'Online', 'Normal', '2107-900', 'FB', 'P1', '100', '', 'V4,V9', '2', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003342']
['DBLIVE_ASM_3343', '3343', 'Online', 'Normal', '2107-900', 'FB', 'P1', '100', '', 'V4,V9', '2', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003343']
['DBLIVE_ASM_3344', '3344', 'Online', 'Normal', '2107-900', 'FB', 'P1', '100', '', 'V4,V9', '2', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003344']
['DBLIVE_ASM_3345', '3345', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V4,V9', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003345']
['DBLIVE_ASM_3346', '3346', 'Online', 'Normal', '2107-900', 'FB', 'P1', '100', '', 'V4,V9', '2', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003346']
['DBLIVE_ASM_3347', '3347', 'Online', 'Normal', '2107-900', 'FB', 'P1', '100', '', 'V4,V9', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003347']
['DRT24NFST_3450', '3450', 'Online', 'Normal', '2107-900', 'FB', 'P2', '200', '', '-', '7', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000003450']
['E880_DB1_BK5800', '5800', 'Online', 'Normal', '2107-900', 'FB', 'P2', '100', '', '-', '7', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000005800']
['E880_DB1_BK5801', '5801', 'Online', 'Normal', '2107-900', 'FB', 'P2', '100', '', '-', '7', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000005801']
['E880_DB1_BK5802', '5802', 'Online', 'Normal', '2107-900', 'FB', 'P2', '100', '', '-', '7', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000005802']
['E880_DB1_BK5803', '5803', 'Online', 'Normal', '2107-900', 'FB', 'P2', '100', '', '-', '7', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000005803']
['E8801_VIOS2_B1', '7000', 'Online', 'Normal', '2107-900', 'FB', 'P2', '100', '', 'V2', '7', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000007000']
['E8802_VIOS2_B1', '7100', 'Online', 'Normal', '2107-900', 'FB', 'P3', '100', '', 'V7', '4', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC0000000000007100']
['DS8870_R5_V01', 'A000', 'Online', 'Normal', '2107-900', 'FB', 'P6', '1542', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A000']
['DS8870_R5_V03', 'A001', 'Online', 'Normal', '2107-900', 'FB', 'P8', '1542', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A001']
['DS8870_R5_V05', 'A002', 'Online', 'Normal', '2107-900', 'FB', 'P10', '1542', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A002']
['DS8870_R5_V07', 'A003', 'Online', 'Normal', '2107-900', 'FB', 'P12', '1542', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A003']
['DS8870_R5_V09', 'A004', 'Online', 'Normal', '2107-900', 'FB', 'P14', '1542', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A004']
['DS8870_R5_V11', 'A005', 'Online', 'Normal', '2107-900', 'FB', 'P16', '2122', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A005']
['DS8870_R10_V02', 'A006', 'Online', 'Normal', '2107-900', 'FB', 'P18', '2122', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A006']
['DS8870_R5_V13', 'A007', 'Online', 'Normal', '2107-900', 'FB', 'P20', '1542', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A007']
['DS8870_R5_V15', 'A008', 'Online', 'Normal', '2107-900', 'FB', 'P22', '1803', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A008']
['DS8870_R5_V17', 'A009', 'Online', 'Normal', '2107-900', 'FB', 'P24', '1803', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A009']
['DS8870_R5_V19', 'A00A', 'Online', 'Normal', '2107-900', 'FB', 'P26', '1803', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A00A']
['DS8870_R5_V21', 'A00B', 'Online', 'Normal', '2107-900', 'FB', 'P28', '1803', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A00B']
['DS8870_R10_V20', 'A00D', 'Online', 'Normal', '2107-900', 'FB', 'P46', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A00D']
['DS8870_R10_V22', 'A00E', 'Online', 'Normal', '2107-900', 'FB', 'P48', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A00E']
['DS8870_R5_V02', 'A100', 'Online', 'Normal', '2107-900', 'FB', 'P7', '1542', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A100']
['DS8870_R5_V04', 'A101', 'Online', 'Normal', '2107-900', 'FB', 'P9', '1542', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A101']
['DS8870_R5_V06', 'A102', 'Online', 'Normal', '2107-900', 'FB', 'P11', '1542', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A102']
['DS8870_R5_V08', 'A103', 'Online', 'Normal', '2107-900', 'FB', 'P13', '1542', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A103']
['DS8870_R5_V10', 'A104', 'Online', 'Normal', '2107-900', 'FB', 'P15', '1542', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A104']
['DS8870_R10_V01', 'A105', 'Online', 'Normal', '2107-900', 'FB', 'P17', '2122', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A105']
['DS8870_R10_V03', 'A106', 'Online', 'Normal', '2107-900', 'FB', 'P19', '2122', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A106']
['DS8870_R5_V12', 'A107', 'Online', 'Normal', '2107-900', 'FB', 'P21', '1542', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A107']
['DS8870_R5_V14', 'A108', 'Online', 'Normal', '2107-900', 'FB', 'P23', '1803', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A108']
['DS8870_R5_V16', 'A109', 'Online', 'Normal', '2107-900', 'FB', 'P25', '1803', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A109']
['DS8870_R5_V18', 'A10A', 'Online', 'Normal', '2107-900', 'FB', 'P27', '1803', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A10A']
['DS8870_R5_V20', 'A10B', 'Online', 'Normal', '2107-900', 'FB', 'P29', '1803', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A10B']
['DS8870_R10_V18', 'A10C', 'Online', 'Normal', '2107-900', 'FB', 'P45', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A10C']
['DS8870_R10_V21', 'A10D', 'Online', 'Normal', '2107-900', 'FB', 'P47', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A10D']
['DS8870_R5_V22', 'A10E', 'Online', 'Normal', '2107-900', 'FB', 'P49', '2122', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A10E']
['DS8870_R10_V24', 'A10F', 'Online', 'Normal', '2107-900', 'FB', 'P51', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A10F']
['DS8870_R10_V26', 'A111', 'Online', 'Normal', '2107-900', 'FB', 'P5', '2122', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A111']
['DS8870_R5_V25', 'A112', 'Online', 'Normal', '2107-900', 'FB', 'P53', '1542', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A112']
['DS8870_R10_V04', 'A200', 'Online', 'Normal', '2107-900', 'FB', 'P30', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A200']
['DS8870_R10_V06', 'A202', 'Online', 'Normal', '2107-900', 'FB', 'P32', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A202']
['DS8870_R10_V08', 'A204', 'Online', 'Normal', '2107-900', 'FB', 'P34', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A204']
['DS8870_R10_V10', 'A206', 'Online', 'Normal', '2107-900', 'FB', 'P36', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A206']
['DS8870_R10_V12', 'A208', 'Online', 'Normal', '2107-900', 'FB', 'P38', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A208']
['DS8870_R10_V14', 'A20A', 'Online', 'Normal', '2107-900', 'FB', 'P40', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A20A']
['DS8870_R10_V16', 'A20C', 'Online', 'Normal', '2107-900', 'FB', 'P42', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A20C']
['DS8870_R10_V23', 'A20D', 'Online', 'Normal', '2107-900', 'FB', 'P50', '2122', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A20D']
['DS8870_R10_V25', 'A20E', 'Online', 'Normal', '2107-900', 'FB', 'P52', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A20E']
['DS8870_R10_V27', 'A210', 'Online', 'Normal', '2107-900', 'FB', 'P4', '2122', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A210']
['DS8870_R5_V24', 'A211', 'Online', 'Normal', '2107-900', 'FB', 'P44', '1803', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A211']
['DS8870_R10_V05', 'A300', 'Online', 'Normal', '2107-900', 'FB', 'P31', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A300']
['DS8870_R10_V07', 'A302', 'Online', 'Normal', '2107-900', 'FB', 'P33', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A302']
['DS8870_R10_V09', 'A304', 'Online', 'Normal', '2107-900', 'FB', 'P35', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A304']
['DS8870_R10_V11', 'A306', 'Online', 'Normal', '2107-900', 'FB', 'P37', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A306']
['DS8870_R10_V13', 'A308', 'Online', 'Normal', '2107-900', 'FB', 'P39', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A308']
['DS8870_R10_V15', 'A30A', 'Online', 'Normal', '2107-900', 'FB', 'P41', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A30A']
['DS8870_R10_V17', 'A30C', 'Online', 'Normal', '2107-900', 'FB', 'P43', '1017', '', 'V61', '1', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000A30C']
['T2DB1_u01BK_C001', 'C001', 'Online', 'Normal', '2107-900', 'FB', 'P2', '100', '', '-', '7', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000C001']
['T2DB2_u01BK_C002', 'C002', 'Online', 'Normal', '2107-900', 'FB', 'P2', '100', '', '-', '7', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000C002']
['T2DB1RVG_BK_C003', 'C003', 'Online', 'Normal', '2107-900', 'FB', 'P2', '150', '', '-', '7', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000C003']
['T2DB1_u01BK_C101', 'C101', 'Online', 'Normal', '2107-900', 'FB', 'P1', '100', '', '-', '2', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000C101']
['T2DB2_u01BK_C102', 'C102', 'Online', 'Normal', '2107-900', 'FB', 'P1', '100', '', '-', '2', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000C102']
['T2DB2RVG_BK_C103', 'C103', 'Online', 'Normal', '2107-900', 'FB', 'P1', '100', '', '-', '2', 'Standard', 'PG0', 'RG0', '6005076305FFD7CC000000000000C103']
